#TYPE Selected.VMware.VimAutomation.ViCore.Impl.V1.Host.Networking.Nic.PhysicalNicImpl
"EsxName","PnicName","PnicMacAddress","Link","SpeedMb","vSwitch","DProtocol","SwitchName","SwitchPort","SwitchAddress","SwitchId","PnicModel","PnicDriver","PciSlot"
"uk1upnutxesx08.pearsontc.com","vmnic1","10:70:fd:42:33:23","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/5:2","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.1"
"uk1upnutxesx08.pearsontc.com","vmnic2","10:70:fd:42:33:1a","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/5:3","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.0"
"uk1upnutxesx08.pearsontc.com","vmnic3","10:70:fd:42:33:1b","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/5:3","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.1"
"uk1upnutxesx11.pearsontc.com","vmnic0","10:70:fd:42:31:b2","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/7:0","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.0"
"uk1upnutxesx11.pearsontc.com","vmnic1","10:70:fd:42:31:b3","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/7:0","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.1"
"uk1upnutxesx11.pearsontc.com","vmnic2","10:70:fd:42:32:12","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/7:1","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.0"
"uk1upnutxesx11.pearsontc.com","vmnic3","10:70:fd:42:32:13","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/7:1","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.1"
"uk1upnutxesx07.pearsontc.com","vmnic0","10:70:fd:42:3d:6a","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/5:0","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.0"
"uk1upnutxesx07.pearsontc.com","vmnic1","10:70:fd:42:3d:6b","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/5:0","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.1"
"uk1upnutxesx07.pearsontc.com","vmnic2","10:70:fd:42:47:ee","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/5:1","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.0"
"uk1upnutxesx07.pearsontc.com","vmnic3","10:70:fd:42:47:ef","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/5:1","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.1"
"uk1upnutxesx03.pearsontc.com","vmnic0","08:c0:eb:d4:74:9e","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/7:2","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.0"
"uk1upnutxesx03.pearsontc.com","vmnic1","08:c0:eb:d4:74:9f","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/7:2","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.1"
"uk1upnutxesx03.pearsontc.com","vmnic2","08:c0:eb:d4:7d:66","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/7:3","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.0"
"uk1upnutxesx03.pearsontc.com","vmnic3","08:c0:eb:d4:7d:67","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/7:3","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.1"
"uk1upnutxesx18.pearsontc.com","vmnic0","94:6d:ae:39:84:e2","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","NA","","","","","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:42:00.0"
"uk1upnutxesx18.pearsontc.com","vmnic1","94:6d:ae:39:84:e3","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","NA","","","","","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:42:00.1"
"uk1upnutxesx18.pearsontc.com","vmnic2","94:6d:ae:39:83:22","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","NA","","","","","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:1f:00.0"
"uk1upnutxesx18.pearsontc.com","vmnic3","94:6d:ae:39:83:23","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","NA","","","","","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:1f:00.1"
"uk1upnutxesx10.pearsontc.com","vmnic0","10:70:fd:42:32:5a","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/6:2","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.0"
"uk1upnutxesx10.pearsontc.com","vmnic1","10:70:fd:42:32:5b","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/6:2","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.1"
"uk1upnutxesx10.pearsontc.com","vmnic2","10:70:fd:42:49:26","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/6:3","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.0"
"uk1upnutxesx10.pearsontc.com","vmnic3","10:70:fd:42:49:27","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/6:3","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.1"
"uk1upnutxesx05.pearsontc.com","vmnic0","10:70:fd:42:2d:da","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/10:0","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.0"
"uk1upnutxesx05.pearsontc.com","vmnic1","10:70:fd:42:2d:db","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/10:0","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:3f:00.1"
"uk1upnutxesx05.pearsontc.com","vmnic2","10:70:fd:42:4c:16","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/10:1","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.0"
"uk1upnutxesx05.pearsontc.com","vmnic3","10:70:fd:42:4c:17","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/10:1","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies ConnectX-4 Lx EN NIC; OCP3.0; 25GbE; dual-port SFP28; PCIe3.0 x8; (MCX4621A-ACA)","nmlx5_core","0000:c4:00.1"
"uk1upnutxesx12.pearsontc.com","vmnic0","b8:3f:d2:2e:25:16","Up","25000","UK1-NUTX-ESX-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/16:2","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:42:00.0"
"uk1upnutxesx12.pearsontc.com","vmnic1","b8:3f:d2:2e:25:17","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/16:2","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:42:00.1"
"uk1upnutxesx12.pearsontc.com","vmnic2","b8:3f:d2:2e:25:12","Up","25000","UK1-NUTX-ESX-PROD01-VM-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/16:3","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:1f:00.0"
